id,job_role,skills_required,experience_years,level,job_description
827,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
828,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
829,Data Analyst,"SQL, Power BI, Data Visualization",4,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
830,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
831,Data Analyst,"SQL, Power BI, Data Visualization",6,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
832,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
833,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
834,Software Tester,"Selenium, Automation Testing, JIRA",5,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
835,Web Developer,"React, Node.js, MongoDB, REST APIs",6,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
836,Web Developer,"React, Node.js, MongoDB, REST APIs",5,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
837,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",3,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
838,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
839,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
840,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
841,Software Tester,"Selenium, Automation Testing, JIRA",6,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
842,Python Developer,"Python, Django, REST APIs, PostgreSQL",2,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
843,Java Developer,"Java, Spring Boot, Hibernate, MySQL",4,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
844,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",4,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
845,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",3,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
846,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
847,Python Developer,"Python, Django, REST APIs, PostgreSQL",5,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
848,Software Tester,"Selenium, Automation Testing, JIRA",2,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
849,Python Developer,"Python, Django, REST APIs, PostgreSQL",5,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
850,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",2,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
851,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
852,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
853,Software Tester,"Selenium, Automation Testing, JIRA",2,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
854,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
855,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",2,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
856,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",3,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
857,Python Developer,"Python, Django, REST APIs, PostgreSQL",5,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
858,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
859,Java Developer,"Java, Spring Boot, Hibernate, MySQL",4,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
860,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",2,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
861,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",2,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
862,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",5,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
863,Software Tester,"Selenium, Automation Testing, JIRA",6,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
864,Web Developer,"React, Node.js, MongoDB, REST APIs",2,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
865,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
866,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
867,Web Developer,"React, Node.js, MongoDB, REST APIs",5,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
868,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
869,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
870,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
871,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
872,Python Developer,"Python, Django, REST APIs, PostgreSQL",5,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
873,Python Developer,"Python, Django, REST APIs, PostgreSQL",4,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
874,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
875,Software Tester,"Selenium, Automation Testing, JIRA",5,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
876,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
877,Software Tester,"Selenium, Automation Testing, JIRA",4,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
878,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
879,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
880,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
881,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",4,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
882,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
883,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
884,Software Tester,"Selenium, Automation Testing, JIRA",5,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
885,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
886,Python Developer,"Python, Django, REST APIs, PostgreSQL",4,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
887,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
888,Web Developer,"React, Node.js, MongoDB, REST APIs",5,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
889,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",5,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
890,Data Analyst,"SQL, Power BI, Data Visualization",6,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
891,Java Developer,"Java, Spring Boot, Hibernate, MySQL",5,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
892,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
893,Web Developer,"React, Node.js, MongoDB, REST APIs",6,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
894,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
895,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
896,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
897,Python Developer,"Python, Django, REST APIs, PostgreSQL",3,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
898,Java Developer,"Java, Spring Boot, Hibernate, MySQL",4,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
899,Software Tester,"Selenium, Automation Testing, JIRA",4,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
900,Web Developer,"React, Node.js, MongoDB, REST APIs",4,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
901,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
902,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",2,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
903,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
904,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",4,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
905,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
906,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",5,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
907,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
908,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",4,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
909,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
910,Software Tester,"Selenium, Automation Testing, JIRA",4,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
911,Software Tester,"Selenium, Automation Testing, JIRA",4,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
912,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
913,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",3,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
914,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",4,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
915,Python Developer,"Python, Django, REST APIs, PostgreSQL",4,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
916,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
917,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
918,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
919,Software Tester,"Selenium, Automation Testing, JIRA",2,Experienced,"Experience in automation testing, frameworks, and defect tracking tools."
920,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
921,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",3,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
922,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
923,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
924,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
925,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
926,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
927,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",2,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
928,Web Developer,"React, Node.js, MongoDB, REST APIs",3,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
929,Java Developer,"Java, Spring Boot, Hibernate, MySQL",6,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
930,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",3,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
931,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",6,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
932,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
933,Python Developer,"Python, Django, REST APIs, PostgreSQL",6,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
934,Web Developer,"React, Node.js, MongoDB, REST APIs",6,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
935,Data Analyst,"SQL, Power BI, Data Visualization",3,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
936,Data Analyst,"SQL, Power BI, Data Visualization",6,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
937,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
938,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
939,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",3,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
940,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
941,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
942,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",2,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
943,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
944,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
945,Web Developer,"React, Node.js, MongoDB, REST APIs",2,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
946,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",3,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
947,Python Developer,"Python, Django, REST APIs, PostgreSQL",2,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
948,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
949,Java Developer,"Java, Spring Boot, Hibernate, MySQL",2,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
950,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
951,Python Developer,"Python, Django, REST APIs, PostgreSQL",6,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
952,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
953,Data Analyst,"SQL, Power BI, Data Visualization",5,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
954,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
955,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
956,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
957,Java Developer,"Java, Spring Boot, Hibernate, MySQL",6,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
958,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
959,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
960,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",5,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
961,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
962,Python Developer,"Python, Django, REST APIs, PostgreSQL",2,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
963,Java Developer,"Java, Spring Boot, Hibernate, MySQL",4,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
964,Software Tester,"Manual Testing, Test Cases, SDLC",0,Fresher,"Knowledge of software testing life cycle, test cases, and manual testing techniques."
965,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
966,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
967,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
968,Python Developer,"Python, Django, REST APIs, PostgreSQL",6,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
969,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
970,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
971,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",2,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
972,Web Developer,"React, Node.js, MongoDB, REST APIs",2,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
973,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",6,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
974,Java Developer,"Java, Spring Boot, Hibernate, MySQL",3,Experienced,"Experience in developing enterprise applications using Spring Boot, Hibernate, and relational databases."
975,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",2,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
976,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
977,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
978,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",4,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
979,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
980,Web Developer,"HTML, CSS, JavaScript, Responsive Design",0,Fresher,"Knowledge of HTML, CSS, and JavaScript with ability to build responsive websites and understand basic frontend frameworks."
981,Web Developer,"React, Node.js, MongoDB, REST APIs",2,Experienced,Experience building scalable web applications using modern frontend and backend frameworks and REST APIs.
982,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
983,Python Developer,"Python, Git, Flask Basics",0,Fresher,"Basic knowledge of Python programming, scripting, and version control systems."
984,Python Developer,"Python, Django, REST APIs, PostgreSQL",5,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
985,Data Analyst,"SQL, Power BI, Data Visualization",4,Experienced,"Experience creating dashboards, reports, and insights using BI tools and advanced SQL."
986,Python Developer,"Python, Django, REST APIs, PostgreSQL",2,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
987,Data Scientist,"Python, Statistics, Pandas, NumPy, Machine Learning",0,Fresher,"Strong foundation in Python, statistics, and machine learning concepts. Ability to analyze data, build basic models, and visualize insights."
988,Java Developer,"Java, OOPs, Basics of SQL",0,Fresher,"Understanding of Java fundamentals, OOP concepts, and basic database connectivity."
989,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
990,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",5,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
991,Data Analyst,"Excel, SQL, Statistics Basics",0,Fresher,"Ability to work with Excel and SQL to clean, analyze, and present data insights."
992,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
993,Python Developer,"Python, Django, REST APIs, PostgreSQL",4,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
994,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
995,Python Developer,"Python, Django, REST APIs, PostgreSQL",2,Experienced,"Experience developing backend applications, APIs, and automation using Python frameworks."
996,Data Scientist,"Python, Machine Learning, Deep Learning, SQL, TensorFlow, AWS",6,Experienced,"Hands-on experience in machine learning, deep learning, model deployment, and large-scale data analysis using Python and cloud tools."
997,Cloud Engineer,"Cloud Fundamentals, Networking",0,Fresher,"Understanding of cloud concepts, networking, and virtualization."
998,DevOps Engineer,"AWS, Docker, Kubernetes, CI/CD",2,Experienced,"Experience managing CI/CD pipelines, containerization, and cloud infrastructure."
999,Cloud Engineer,"AWS, Azure, Terraform, Cloud Security",3,Experienced,Experience designing and maintaining cloud infrastructure with security best practices.
1000,DevOps Engineer,"Linux, Git, Cloud Basics",0,Fresher,"Basic understanding of Linux, version control, and cloud fundamentals."
